id,formula,tc,origin,reason
Rh15Ir2S15-MP-mp-1101826.cif,Rh15Ir2S15,3.5,new,structure: parent of a different compound class (-1.8 anions/cation)
Ir0.455Nb0.455O0.09-MP-mp-1097041.cif,Ir0.455Nb0.455O0.09,9.2,new,structure: parent of a different compound class (-2.9 anions/cation)
Ir0.4Nb0.55O0.05-MP-mp-1097041.cif,Ir0.4Nb0.55O0.05,10.5,new,structure: parent of a different compound class (-3.0 anions/cation)
Ir1S1-MP-mp-1101826.cif,Ir1S1,0.0,new,structure: parent of a different compound class (-1.7 anions/cation)
La2.4Te4Y0.6-MP-mp-1078612.cif,La2.4Te4Y0.6,0.0,new,structure: parent of a different compound class (-1.7 anions/cation)
Mo2Re4S2-MP-mp-1434.cif,Mo2Re4S2,0.0,new,structure: parent of a different compound class (-1.7 anions/cation)
Ni2Mo6S6O2-MP-mp-18749.cif,Ni2Mo6S6O2,0.0,new,structure: parent of a different compound class (-4.0 anions/cation)
Mo6S6O2-MP-mp-565836.cif,Mo6S6O2,0.0,new,structure: parent of a different compound class (-5.7 anions/cation)
Pb1Mo6S6O2-MP-mp-1204592.cif,Pb1Mo6S6O2,11.7,new,structure: parent of a different compound class (-11.9 anions/cation)
Nb0.87Si0.09N0.13O0.13-MP-mp-7596.cif,Nb0.87Si0.09N0.13O0.13,16.8,new,structure: parent of a different compound class (-1.7 anions/cation)
N6Tb1-MP-mp-2117.cif,N6Tb1,0.0,new,structure: parent of a different compound class (+5.0 anions/cation)
N12.8Nb1-MP-mp-1079585.cif,N12.8Nb1,16.1,new,structure: parent of a different compound class (+12.3 anions/cation)
Nb0.84S0.16-MP-mp-10033.cif,Nb0.84S0.16,5.6,new,structure: parent of a different compound class (-1.8 anions/cation)
Nb96.5O3.5-MP-mp-1470.cif,Nb96.5O3.5,6.13,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb98.68O1.32-MP-mp-1470.cif,Nb98.68O1.32,7.85,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb98O2-MP-mp-1470.cif,Nb98O2,7.33,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb99.078O0.922-MP-mp-1470.cif,Nb99.078O0.922,8.1,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb99.445O0.555-MP-mp-1470.cif,Nb99.445O0.555,8.5,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb99.861O0.139-MP-mp-1470.cif,Nb99.861O0.139,9.03,new,structure: parent of a different compound class (-2.4 anions/cation)
Nb99.976O0.024-MP-mp-1470.cif,Nb99.976O0.024,9.23,new,structure: parent of a different compound class (-2.4 anions/cation)
Nd1.72Ta3.28S2-MP-mp-10014.cif,Nd1.72Ta3.28S2,4.3,new,structure: parent of a different compound class (-1.6 anions/cation)
O0.03V0.97-MP-mp-21579.cif,O0.03V0.97,2.4,new,structure: parent of a different compound class (-1.5 anions/cation)
Ti1Re1O1-MP-mp-1016092.cif,Ti1Re1O1,5.74,new,structure: parent of a different compound class (-3.0 anions/cation)
Sm2Ti2Sb2O3-MP-mp-13196.cif,Sm2Ti2Sb2O3,0.0,new,structure: parent of a different compound class (-1.5 anions/cation)
Zr1P0.6Se1.4-MP-mp-2076.cif,Zr1P0.6Se1.4,4.11,new,structure: parent of a different compound class (-1.1 anions/cation)
Zr1P1.1Se0.9-MP-mp-2076.cif,Zr1P1.1Se0.9,5.34,new,structure: parent of a different compound class (-1.6 anions/cation)
Zr1P1.25S0.75-MP-mp-1186.cif,Zr1P1.25S0.75,4.85,new,structure: parent of a different compound class (-1.7 anions/cation)
Zr1P1.25Se0.75-MP-mp-2076.cif,Zr1P1.25Se0.75,6.3,new,structure: parent of a different compound class (-1.7 anions/cation)
Zr1P1.35Se0.65-MP-mp-2076.cif,Zr1P1.35Se0.65,6.24,new,structure: parent of a different compound class (-1.7 anions/cation)
Zr1P1.4S0.6-MP-mp-1186.cif,Zr1P1.4S0.6,4.99,new,structure: parent of a different compound class (-1.8 anions/cation)
Zr1P1.6S0.4-MP-mp-1186.cif,Zr1P1.6S0.4,4.36,new,structure: parent of a different compound class (-1.9 anions/cation)
Zr1P1.5Se0.5-MP-mp-2076.cif,Zr1P1.5Se0.5,5.76,new,structure: parent of a different compound class (-1.8 anions/cation)
Pb0.9Pt0.1Te2-MP-mp-1217437.cif,Pb0.9Pt0.1Te2,1.65,new,structure: parent of a different compound class (+1.5 anions/cation)
Pd2.2S1-MP-mp-13682.cif,Pd2.2S1,1.63,new,structure: parent of a different compound class (-1.6 anions/cation)
S1W2-MP-mp-224.cif,S1W2,0.0,new,structure: parent of a different compound class (-1.5 anions/cation)
S3Sb1-MP-mp-1065860.cif,S3Sb1,0.0,new,structure: parent of a different compound class (+2.0 anions/cation)
La2Ca2Ba2Cu3O13.712-MP-icsd-41494.cif,La2Ca2Ba2Cu3O13.712,76.0,new,typo: Cu oxidation 4.47
Bi1.4Pb0.6Sr2Ca1Ga1Cu3O7-MP-icsd-173899.cif,Bi1.4Pb0.6Sr2Ca1Ga1Cu3O7,66.5,new,typo: Cu oxidation -0.13
Co0.8Cu0.2Cr2O4-MP-mp-20758.cif,Co0.8Cu0.2Cr2O4,0.0,new,typo: Cu oxidation -2.00; structure: parent lacks the redox centre
La0.7Ca0.3Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.7Ca0.3Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00
Cu0.6Co0.4Cr2O4-MP-mp-18788.cif,Cu0.6Co0.4Cr2O4,0.0,new,structure: parent lacks the redox centre
Cu0.4Co0.6Cr2O4-MP-mp-18788.cif,Cu0.4Co0.6Cr2O4,0.0,new,typo: Cu oxidation 0.50; structure: parent lacks the redox centre
Cu2MnBO5-MP-mp-28943.cif,Cu2MnBO5,0.0,new,structure: parent lacks the redox centre
La0.7Sr0.3Mn0.95Cu0.05O3-MP-mp-691121.cif,La0.7Sr0.3Mn0.95Cu0.05O3,0.0,new,typo: Cu oxidation 9.00; structure: parent lacks the redox centre
La0.7Sr0.3Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.7Sr0.3Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00
La0.7Ca0.3Mn0.94Cu0.06O3-MP-mp-1227500.cif,La0.7Ca0.3Mn0.94Cu0.06O3,0.0,new,typo: Cu oxidation 8.00; structure: parent lacks the redox centre
Co2.88Cu0.12BO5-MP-mp-542153.cif,Co2.88Cu0.12BO5,0.0,new,typo: Cu oxidation -13.67; structure: parent lacks the redox centre
Cu2Te2O5Br2-MP-mp-542807.cif,Cu2Te2O5Br2,0.0,new,typo: Cu oxidation 8.00
Cu2Te2O5Cl2-MP-mp-581276.cif,Cu2Te2O5Cl2,0.0,new,typo: Cu oxidation 8.00
Zn0.2Cu0.8FeCrO4-MP-mp-1215741.cif,Zn0.2Cu0.8FeCrO4,0.0,new,structure: parent lacks the redox centre
Zn0.4Cu0.6FeCrO4-MP-mp-1215741.cif,Zn0.4Cu0.6FeCrO4,0.0,new,structure: parent lacks the redox centre
Zn0.6Cu0.4FeCrO4-MP-mp-1215741.cif,Zn0.6Cu0.4FeCrO4,0.0,new,structure: parent lacks the redox centre
Zn0.8Cu0.2FeCrO4-MP-mp-1215793.cif,Zn0.8Cu0.2FeCrO4,0.0,new,structure: parent lacks the redox centre
Zn0.3Cu0.7Fe1.5Ga0.5O4-MP-mp-1215743.cif,Zn0.3Cu0.7Fe1.5Ga0.5O4,0.0,new,structure: parent lacks the redox centre
CuSb2O6-MP-mp-1188790.cif,CuSb2O6,0.0,new,typo: Cu oxidation 6.00
La0.6Bi0.1Sr0.3Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.6Bi0.1Sr0.3Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00
La0.6Bi0.1Sr0.25Ca0.05Mn0.9Cu0.1O3-MP-mp-39412.cif,La0.6Bi0.1Sr0.25Ca0.05Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00; structure: parent lacks the redox centre
YMn0.9Cu0.1O3-MP-mp-19385.cif,YMn0.9Cu0.1O3,0.0,new,structure: parent lacks the redox centre
La0.8Sr0.2Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.8Sr0.2Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 5.00
YMn0.95Cu0.05O3-MP-mp-19385.cif,YMn0.95Cu0.05O3,0.0,new,structure: parent lacks the redox centre
YMn0.85Cu0.15O3-MP-mp-19385.cif,YMn0.85Cu0.15O3,0.0,new,structure: parent lacks the redox centre
Cu0.3Zn0.7Fe2O4-MP-mp-19313.cif,Cu0.3Zn0.7Fe2O4,0.0,new,structure: parent lacks the redox centre
Cu0.2Zn0.8Fe2O4-MP-mp-19313.cif,Cu0.2Zn0.8Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.20Cu0.20Zn0.60Fe2O4-MP-mp-757326.cif,Ni0.20Cu0.20Zn0.60Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.20Cu0.20Zn0.62Fe1.98O3.99-MP-mp-757326.cif,Ni0.20Cu0.20Zn0.62Fe1.98O3.99,0.0,new,structure: parent lacks the redox centre
Ni0.20Cu0.20Zn0.66Fe1.94O3.97-MP-mp-757326.cif,Ni0.20Cu0.20Zn0.66Fe1.94O3.97,0.0,new,structure: parent lacks the redox centre
Mg0.5Cu0.5Cr0.5Fe1.5O4-MP-mp-1222216.cif,Mg0.5Cu0.5Cr0.5Fe1.5O4,0.0,new,structure: parent lacks the redox centre
La0.67Sr0.23Cu0.10MnO3-MP-icsd-41494.cif,La0.67Sr0.23Cu0.10MnO3,0.0,new,typo: Cu oxidation 5.30
La0.67Sr0.18Cu0.15MnO3-MP-icsd-41494.cif,La0.67Sr0.18Cu0.15MnO3,0.0,new,typo: Cu oxidation 4.20
La0.67Sr0.20Cu0.10MnO3-MP-icsd-41494.cif,La0.67Sr0.20Cu0.10MnO3,0.0,new,typo: Cu oxidation 5.90
La0.67Sr0.15Cu0.15MnO3-MP-icsd-41494.cif,La0.67Sr0.15Cu0.15MnO3,0.0,new,typo: Cu oxidation 4.60
La0.7Sr0.3Cu0.15Mn0.85O3-MP-mp-738741.cif,La0.7Sr0.3Cu0.15Mn0.85O3,0.0,new,typo: Cu oxidation 5.00
SrFe11.9Cu0.1O19-MP-mp-3742.cif,SrFe11.9Cu0.1O19,0.0,new,structure: parent lacks the redox centre
SrFe11.8Cu0.2O19-MP-mp-3742.cif,SrFe11.8Cu0.2O19,0.0,new,structure: parent lacks the redox centre
SrFe11.7Cu0.3O19-MP-mp-3742.cif,SrFe11.7Cu0.3O19,0.0,new,structure: parent lacks the redox centre
Sr0.9La0.1Fe11.9Cu0.1O19-MP-mp-3742.cif,Sr0.9La0.1Fe11.9Cu0.1O19,0.0,new,structure: parent lacks the redox centre
Sr0.8La0.2Fe11.8Cu0.2O19-MP-mp-3742.cif,Sr0.8La0.2Fe11.8Cu0.2O19,0.0,new,structure: parent lacks the redox centre
Sr0.7La0.3Fe11.7Cu0.3O19-MP-mp-3742.cif,Sr0.7La0.3Fe11.7Cu0.3O19,0.0,new,structure: parent lacks the redox centre
LaSr2Mn1.95Cu0.05O7-MP-icsd-41494.cif,LaSr2Mn1.95Cu0.05O7,0.0,new,typo: Cu oxidation 23.00
LaSr2Mn1.9Cu0.1O7-MP-icsd-41494.cif,LaSr2Mn1.9Cu0.1O7,0.0,new,typo: Cu oxidation 13.00
LaSr2Mn1.85Cu0.15O7-MP-icsd-41494.cif,LaSr2Mn1.85Cu0.15O7,0.0,new,typo: Cu oxidation 9.67
LaSr2Mn1.8Cu0.2O7-MP-icsd-41494.cif,LaSr2Mn1.8Cu0.2O7,0.0,new,typo: Cu oxidation 8.00
Cu0.25Zn0.75Fe2O4-MP-mp-19313.cif,Cu0.25Zn0.75Fe2O4,0.0,new,structure: parent lacks the redox centre
NiFe1.8Sn0.1Cu0.1O4-MP-mp-35596.cif,NiFe1.8Sn0.1Cu0.1O4,0.0,new,structure: parent lacks the redox centre
La0.9Ca0.1Mn0.9Cu0.1O3-MP-mp-531717.cif,La0.9Ca0.1Mn0.9Cu0.1O3,0.0,new,structure: parent lacks the redox centre
La0.8Ca0.2Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.8Ca0.2Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 5.00
La0.6Ca0.4Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.6Ca0.4Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 7.00
CaCu3Cr2Nb2O12-MP-mp-1214115.cif,CaCu3Cr2Nb2O12,0.0,new,structure: parent lacks the redox centre
Cu2OSeO3-MP-mp-560561.cif,Cu2OSeO3,0.0,new,typo: Cu oxidation 5.00
Cu2NiB2O6-MP-mp-1210020.cif,Cu2NiB2O6,0.0,new,structure: parent lacks the redox centre
CuCr0.9V0.1O2-MP-mp-510625.cif,CuCr0.9V0.1O2,0.0,new,typo: Cu oxidation 0.80
CuCr0.8V0.2O2-MP-mp-510625.cif,CuCr0.8V0.2O2,0.0,new,typo: Cu oxidation 0.60
CuCr0.7V0.3O2-MP-mp-510625.cif,CuCr0.7V0.3O2,0.0,new,typo: Cu oxidation 0.40
CuCr0.6V0.4O2-MP-mp-1216431.cif,CuCr0.6V0.4O2,0.0,new,typo: Cu oxidation 0.20
CuCr0.5V0.5O2-MP-mp-1216431.cif,CuCr0.5V0.5O2,0.0,new,typo: Cu oxidation -0.00
ErFeCuGe4O12-MP-mp-1213525.cif,ErFeCuGe4O12,0.0,new,structure: parent lacks the redox centre
Ni0.52Zn0.4Cu0.1Fe1.98O4-MP-mp-1215616.cif,Ni0.52Zn0.4Cu0.1Fe1.98O4,0.0,new,structure: parent lacks the redox centre
La0.65Ce0.05Sr0.3Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.65Ce0.05Sr0.3Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00
La0.7Ba0.25Nd0.05Mn0.97Cu0.03O3-MP-icsd-41494.cif,La0.7Ba0.25Nd0.05Mn0.97Cu0.03O3,0.0,new,typo: Cu oxidation 11.33
La0.7Ba0.25Nd0.05Mn0.95Cu0.05O3-MP-icsd-41494.cif,La0.7Ba0.25Nd0.05Mn0.95Cu0.05O3,0.0,new,typo: Cu oxidation 8.00
La0.7Ba0.25Nd0.05Mn0.93Cu0.07O3-MP-icsd-41494.cif,La0.7Ba0.25Nd0.05Mn0.93Cu0.07O3,0.0,new,typo: Cu oxidation 6.57
CaCu3Fe2Re2O12-MP-mp-1043124.cif,CaCu3Fe2Re2O12,0.0,new,typo: Cu oxidation 0.67
Na4CuTeO6-MP-mp-1199423.cif,Na4CuTeO6,0.0,new,typo: Cu oxidation 10.00; structure: parent of a different compound class (-4.8 anions/cation)
Nd0.67Ba0.33Mn0.9Cu0.1O3-MP-mp-22571.cif,Nd0.67Ba0.33Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.30; structure: parent lacks the redox centre
Ni0.37Cu0.14Zn0.52Fe2O4-MP-mp-1215616.cif,Ni0.37Cu0.14Zn0.52Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.5Cu0.2Zn0.3Fe2O4-MP-mp-1215616.cif,Ni0.5Cu0.2Zn0.3Fe2O4,0.0,new,structure: parent lacks the redox centre
RuSr2YCu2O8-MP-mp-22390.cif,RuSr2YCu2O8,0.0,new,structure: parent lacks the redox centre
Sr2CuIrO6-MP-mp-1193907.cif,Sr2CuIrO6,0.0,new,structure: parent lacks the redox centre
Sr2MnO2Cu1.5Se2-MP-mp-1218497.cif,Sr2MnO2Cu1.5Se2,0.0,new,typo: Cu oxidation 0.67
Tl6CuTe2O10-MP-mp-18191.cif,Tl6CuTe2O10,0.0,new,typo: Cu oxidation 6.00; structure: parent lacks the redox centre; structure: parent of a different compound class (-1.8 anions/cation)
Y2Ir1.9Cu0.1O7-MP-mp-1191749.cif,Y2Ir1.9Cu0.1O7,0.0,new,typo: Cu oxidation 4.00; structure: parent lacks the redox centre
Y2Ir1.8Cu0.2O7-MP-mp-1191749.cif,Y2Ir1.8Cu0.2O7,0.0,new,structure: parent lacks the redox centre
Y2Ir1.7Cu0.3O7-MP-mp-1191749.cif,Y2Ir1.7Cu0.3O7,0.0,new,typo: Cu oxidation 4.00; structure: parent lacks the redox centre
Y2Ir1.6Cu0.4O7-MP-mp-1191749.cif,Y2Ir1.6Cu0.4O7,0.0,new,structure: parent lacks the redox centre
Zn0.90Cu0.05Li0.05O-MP-mp-2133.cif,Zn0.90Cu0.05Li0.05O,0.0,new,structure: parent lacks the redox centre
Zn0.87Cu0.08Li0.05O-MP-mp-2133.cif,Zn0.87Cu0.08Li0.05O,0.0,new,structure: parent lacks the redox centre
EuSr2RuCu2O8-MP-mp-22390.cif,EuSr2RuCu2O8,0.0,new,structure: parent lacks the redox centre
Ti0.95Cu0.05O2-MP-mp-390.cif,Ti0.95Cu0.05O2,0.0,new,typo: Cu oxidation 4.00; structure: parent lacks the redox centre
Zn0.97Cu0.03O-MP-mp-2133.cif,Zn0.97Cu0.03O,0.0,new,structure: parent lacks the redox centre
Cu4Te5O12Cl4-MP-mp-558364.cif,Cu4Te5O12Cl4,0.0,new,typo: Cu oxidation 9.50
Cu3TeO6-MP-mp-21861.cif,Cu3TeO6,0.0,new,typo: Cu oxidation 4.67
HgBa2Ca4Cu5O8-MP-icsd-80718.cif,HgBa2Ca4Cu5O8,0.0,new,typo: Cu oxidation 0.40
La0.5Ba0.5Co0.9Cu0.1O3-MP-mp-20477.cif,La0.5Ba0.5Co0.9Cu0.1O3,0.0,new,typo: Cu oxidation 8.00; structure: parent lacks the redox centre
La0.65Ca0.30Pb0.05Mn0.90Cu0.10O3-MP-icsd-41494.cif,La0.65Ca0.30Pb0.05Mn0.90Cu0.10O3,0.0,new,typo: Cu oxidation 6.50
La0.666Sr0.373Mn0.943Cu0.018O3-MP-icsd-41494.cif,La0.666Sr0.373Mn0.943Cu0.018O3,0.0,new,typo: Cu oxidation 23.72
La0.67Ca0.33Mn0.85Cu0.15O3-MP-icsd-41494.cif,La0.67Ca0.33Mn0.85Cu0.15O3,0.0,new,typo: Cu oxidation 5.20
La0.7Ca0.3Mn0.95Cu0.05O3-MP-mp-1227500.cif,La0.7Ca0.3Mn0.95Cu0.05O3,0.0,new,typo: Cu oxidation 9.00; structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.9Cu0.1O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 8.00; structure: parent lacks the redox centre
La0.7Ca0.3Mn0.85Cu0.15O3-MP-mp-39689.cif,La0.7Ca0.3Mn0.85Cu0.15O3,0.0,new,typo: Cu oxidation 5.00; structure: parent lacks the redox centre
La0.7Sr0.3Mn0.95Cu0.10O3-MP-icsd-41494.cif,La0.7Sr0.3Mn0.95Cu0.10O3,0.0,new,typo: Cu oxidation 4.50
SeCuO3-MP-mp-560049.cif,SeCuO3,0.0,new,typo: Cu oxidation 8.00
Mg0.2Cu0.3Zn0.5Fe2O4-MP-mp-757326.cif,Mg0.2Cu0.3Zn0.5Fe2O4,0.0,new,structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.98Cu0.02O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.98Cu0.02O3,0.0,new,typo: Cu oxidation 28.00; structure: parent lacks the redox centre
Ni0.2Cu0.2Zn0.6Fe2O3-MP-mp-1215616.cif,Ni0.2Cu0.2Zn0.6Fe2O3,0.0,new,typo: Cu oxidation -8.00; structure: parent lacks the redox centre
RuSr2SmCu2O8-MP-mp-22390.cif,RuSr2SmCu2O8,0.0,new,structure: parent lacks the redox centre
Sr2Cu2CoO2S2-MP-mp-7112.cif,Sr2Cu2CoO2S2,0.0,new,typo: Cu oxidation 0.50
Zn0.9Cu0.1O-MP-mp-2133.cif,Zn0.9Cu0.1O,0.0,new,structure: parent lacks the redox centre
Ni0.75Zn0.2Cu0.05Fe2O4-MP-mp-1198303.cif,Ni0.75Zn0.2Cu0.05Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.65Zn0.2Cu0.15Fe2O4-MP-mp-1203466.cif,Ni0.65Zn0.2Cu0.15Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.55Zn0.2Cu0.25Fe2O4-MP-mp-1215616.cif,Ni0.55Zn0.2Cu0.25Fe2O4,0.0,new,structure: parent lacks the redox centre
Cu0.2Zn0.2Ni0.6Fe2O4-MP-mp-1215616.cif,Cu0.2Zn0.2Ni0.6Fe2O4,0.0,new,structure: parent lacks the redox centre
La0.6Bi0.1Sr0.2Ca0.1Mn0.9Cu0.1O3-MP-mp-698710.cif,La0.6Bi0.1Sr0.2Ca0.1Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00
La0.6Bi0.1Sr0.15Ca0.15Mn0.9Cu0.1O3-MP-mp-691121.cif,La0.6Bi0.1Sr0.15Ca0.15Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.00; structure: parent lacks the redox centre
La0.77Sr0.23Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.77Sr0.23Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 5.30
La0.77Sr0.23Mn0.8Cu0.2O3-MP-icsd-41494.cif,La0.77Sr0.23Mn0.8Cu0.2O3,0.0,new,typo: Cu oxidation 4.15
La0.7Sr0.25Na0.05Mn0.95Cu0.05O3-MP-mp-1218257.cif,La0.7Sr0.25Na0.05Mn0.95Cu0.05O3,0.0,new,typo: Cu oxidation 10.00; structure: parent lacks the redox centre
La0.7Sr0.25Na0.05Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.7Sr0.25Na0.05Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 6.50
La0.7Sr0.25Na0.05Mn0.85Cu0.15O3-MP-mp-738741.cif,La0.7Sr0.25Na0.05Mn0.85Cu0.15O3,0.0,new,typo: Cu oxidation 5.33
La0.7Sr0.25Na0.05Mn0.8Cu0.2O3-MP-mp-738741.cif,La0.7Sr0.25Na0.05Mn0.8Cu0.2O3,0.0,new,typo: Cu oxidation 4.75
La3Ni1.75Cu0.25SbO9-MP-mp-1190427.cif,La3Ni1.75Cu0.25SbO9,0.0,new,typo: Cu oxidation 10.00; structure: parent lacks the redox centre
Ni0.5Cu0.25Zn0.25Fe2O4-MP-mp-1215616.cif,Ni0.5Cu0.25Zn0.25Fe2O4,0.0,new,structure: parent lacks the redox centre
Sr2Pd0.8Cu0.2O3-MP-mp-4359.cif,Sr2Pd0.8Cu0.2O3,0.0,new,structure: parent lacks the redox centre
Zn0.7Ni0.2Cu0.1Fe2O4-MP-mp-19313.cif,Zn0.7Ni0.2Cu0.1Fe2O4,0.0,new,structure: parent lacks the redox centre
Zn0.7Ni0.1Cu0.2Fe2O4-MP-mp-19313.cif,Zn0.7Ni0.1Cu0.2Fe2O4,0.0,new,structure: parent lacks the redox centre
Zn0.68Ni0.12Cu0.2Fe2O4-MP-mp-757326.cif,Zn0.68Ni0.12Cu0.2Fe2O4,0.0,new,structure: parent lacks the redox centre
Zn0.56Ni0.24Cu0.2Fe2O4-MP-mp-757326.cif,Zn0.56Ni0.24Cu0.2Fe2O4,0.0,new,structure: parent lacks the redox centre
Zn0.52Ni0.28Cu0.2Fe2O4-MP-mp-757326.cif,Zn0.52Ni0.28Cu0.2Fe2O4,0.0,new,structure: parent lacks the redox centre
CaMn0.9Cu0.1O3-MP-mp-19201.cif,CaMn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 13.00; structure: parent lacks the redox centre
CaMn0.8Cu0.2O3-MP-mp-19201.cif,CaMn0.8Cu0.2O3,0.0,new,typo: Cu oxidation 8.00; structure: parent lacks the redox centre
CuFe0.6Cr1.4O4-MP-mp-1104680.cif,CuFe0.6Cr1.4O4,0.0,new,structure: parent lacks the redox centre
La0.845Sr0.155Mn0.9Cu0.1O3-MP-mp-738741.cif,La0.845Sr0.155Mn0.9Cu0.1O3,0.0,new,typo: Cu oxidation 4.55
Nd0.5Sr0.5Mn0.96Cu0.04O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.96Cu0.04O3,0.0,new,typo: Cu oxidation 15.50; structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.93Cu0.07O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.93Cu0.07O3,0.0,new,typo: Cu oxidation 10.14; structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.99Cu0.01O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.99Cu0.01O3,0.0,new,typo: Cu oxidation 53.00; structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.97Cu0.03O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.97Cu0.03O3,0.0,new,typo: Cu oxidation 19.67; structure: parent lacks the redox centre
Nd0.5Sr0.5Mn0.95Cu0.05O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.95Cu0.05O3,0.0,new,typo: Cu oxidation 13.00; structure: parent lacks the redox centre
Ni0.5Cu0.05Mg0.09Zn0.36Fe2O4-MP-mp-1215616.cif,Ni0.5Cu0.05Mg0.09Zn0.36Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.5Cu0.05Mg0.18Zn0.27Fe2O4-MP-mp-1215616.cif,Ni0.5Cu0.05Mg0.18Zn0.27Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.5Cu0.05Mg0.27Zn0.18Fe2O4-MP-mp-1221969.cif,Ni0.5Cu0.05Mg0.27Zn0.18Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.5Cu0.05Mg0.36Zn0.09Fe2O4-MP-mp-1221969.cif,Ni0.5Cu0.05Mg0.36Zn0.09Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.5Cu0.05Mg0.45Zn0Fe2O4-MP-mp-1221969.cif,Ni0.5Cu0.05Mg0.45Zn0Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.9Cu0.1Fe2O4-MP-mp-35596.cif,Ni0.9Cu0.1Fe2O4,0.0,new,structure: parent lacks the redox centre
Ni0.7Cu0.3Fe2O4-MP-mp-35596.cif,Ni0.7Cu0.3Fe2O4,0.0,new,structure: parent lacks the redox centre
SrRu0.9Cu0.1O3-MP-mp-22390.cif,SrRu0.9Cu0.1O3,0.0,new,structure: parent lacks the redox centre
SrRu0.8Cu0.2O3-MP-mp-22390.cif,SrRu0.8Cu0.2O3,0.0,new,structure: parent lacks the redox centre
SrRu0.7Cu0.3O3-MP-mp-22390.cif,SrRu0.7Cu0.3O3,0.0,new,typo: Cu oxidation 4.00; structure: parent lacks the redox centre
[(NiO)0.29(CuO)0.08](ZnO)0.62(Fe2O3)1.01-MP-mp-1045634.cif,[(NiO)0.29(CuO)0.08](ZnO)0.62(Fe2O3)1.01,0.0,new,structure: parent lacks the redox centre
(La2MnCoO6)0.8(CaCu3Ti4O12)0.2-MP-mp-744380.cif,(La2MnCoO6)0.8(CaCu3Ti4O12)0.2,0.0,new,structure: parent lacks the redox centre
(La2MnCoO6)0.5(CaCu3Ti4O12)0.5-MP-mp-694916.cif,(La2MnCoO6)0.5(CaCu3Ti4O12)0.5,0.0,new,structure: parent lacks the redox centre
(La2MnCoO6)0.2(CaCu3Ti4O12)0.8-MP-mp-40866.cif,(La2MnCoO6)0.2(CaCu3Ti4O12)0.8,0.0,new,structure: parent lacks the redox centre
Cu3Nd(SeO3)2O2Cl-MP-mp-572807.cif,Cu3Nd(SeO3)2O2Cl,0.0,new,typo: Cu oxidation 6.00
